data,label,hard_neg
奥巴马放宽对年轻移民的递解出境规,美国放宽对年轻人的驱逐规定：Napolitan,奥巴马签署奥巴马医改
一个男人在布雷维克审判中放火自,男人在布雷维克审判外放火自,布雷维克被判21年徒刑
9000名美国海军陆战队员离开冲,9，000名美国海军陆战队将撤离冲绳：声,美军陆战队员基地袭击中丧生
伊拉克袭击杀害将军，四名警,在伊拉克的袭击造成将军和其他4人死亡,巴基斯坦无人机袭击击毙四名疑似激进分子
巴西的“流行歌星牧师”进入了一个巨大的新阶,巴西“流行星祭司”登上猛犸新舞,巴西抗议活动仍
普京宣布俄罗斯总统选举获,普京宣布总统选举获,普京俄罗斯总统选举获胜
罗姆尼宣布保罗瑞安为竞选伙,罗姆尼选择瑞安为共和党竞选伙,保罗机会
爱德华兹对1项罪名宣告无罪，对其他人无效审判,爱德华兹在一项罪名上被判无罪，在另一项罪名上被判无效,政府解除武装举措无效
乌克兰举重运动员被禁赛四,乌克兰科洛布卡被禁赛四,一个男人举重
普京“赢得俄罗斯总统选举,普京赢得俄罗斯总统大,普京俄罗斯总统选举获胜
联合国秘书长发出声音，对中国仍持谨慎态,洞察力：联合国秘书长找到了自己的声音，但对中国仍持谨慎态,联合国秘书长几内亚和平总统选举
旁遮普邮报在罗塔克附近出轨，19人受,旁遮普邮报在哈里亚纳邦罗塔克附近出轨，19人受,土耳其防暴警察塔克西姆广场
乔治·齐默尔曼被控谋杀特雷冯·马,官员称，乔治·齐默尔曼将在特雷冯·马丁案中被起,乔治·齐默尔曼被判谋杀特雷冯·马丁无罪
威胁生命的中西部风,“危及生命”风暴对中西部地区的威,声称珍惜生命
风暴延迟共和党大会的开,暴风骤雨袭击佛罗里达，延迟共和党大,世界大会未来智能手机
迈阿密热火赢得总决,迈阿密热火夺,1983年超级碗迈阿密2717输给华盛顿
日本关闭最后一座核反应,日本本周末关闭了最后一座核电站,一位银行家日本发放大型银团贷款困难日本缺乏专业知识
俄罗斯空军庆祝成立100周,俄罗斯空军成立100周,空军教官面临强奸罪判决
印度尼西亚发生6.1级地,6.1级地震袭击印度尼西亚巴布亚-美国地质调查,印度尼西亚岛外发生6.9级地震
两名美国人在阿富汗动乱开始第五天时丧,阿富汗动乱继续，两名美国军官遇,两名阿富汗士兵受伤
“百万布偶游行”为奥巴马支持美国公共广播公司(PBS)辩,百万布偶三月计划捍卫美国对PBS的支,美国奥巴马就职做
伊朗议会质疑不屑一顾的艾哈迈迪内贾,伊朗议会质疑内贾德总,伊朗议会支持核协议
湖人队1-4先发后主帅迈克-布,湖人1-4先发后解雇迈克·布,不包括律师费其他费用公司预计每股亏损14美分
士兵“回忆不起”大屠,美军士兵“不记得大屠杀,阿富汗阵亡士兵
演员Gazzara去世，享年81,演员本·加扎拉逝世，享年81,纳尔逊·曼德拉去世现场报道
雪崩掩埋了至少100名巴基斯坦士,雪崩掩埋了100多名巴基斯坦士,5名滑雪者科罗拉多雪崩中丧生
农业综合企业：在加州发现的疯牛,美国农业部证实加州疯牛病病,中国农业委员会设立农业技术转让知识产权管理咨询办公室中国知识型农业发展农业技术
阿姆斯特朗离开利夫斯特,阿姆斯特朗从Livestrong站下,两人都关押阿姆斯特朗郡监狱
周五中午，中国股市收盘走高,中国股市周五午盘走,中国股市周五收盘走高
埃及总统选举结果推,埃及选举结果推,埃及总统选举投票
叙利亚部队重新占领阿勒,叙利亚政权试图夺回阿勒颇,叙利亚部队发动阿勒颇袭击
股指期货开盘走,股指期货早盘亏损信,中国股指期货收盘走高12月4日
叙利亚叛军离开被围困的霍姆,叙利亚叛军从被围困的霍姆斯区撤,叙利亚叛军指挥权土耳其转移叙利亚
美国命令非必要工作人员离开苏丹、突尼,美国命令非必要工作人员离开突尼斯、苏,柔佛加冕第五苏丹
埃及对穆巴拉克的批,埃及穆巴拉克危在旦,埃及法院下令释放穆巴拉克
西班牙失业率创新,西班牙申领失业金人数创新,澳大利亚失业率高达5.1%
红十字会称通过谈判停止在叙利亚的战斗以获得援,红十字会就叙利亚停火进行谈判以提供援,叙利亚政府停止袭击
德国议会以压倒性多数支持希腊救援协议,德国议会批准救助希,伊朗议会支持核协议
美国大选：米特·罗姆尼承认失败，巴拉克·奥巴马赢得第二任,罗姆尼在电话中承认奥巴马当,米特·罗姆尼印第安纳州赢得共和党初选
美国政府未正式指定哈卡尼网络为恐怖分,美国指定哈卡尼网络为恐怖分,美国政府停摆实时更新
纽瓦克市长救火邻,纽瓦克市长从着火的房子里救出邻,鲍里斯约翰逊再次当选伦敦市长
刚果叛军杀害公园护林,叛军在刚果东部击毙两名公园护林员,闹翻几年支持一系列敌对刚果民兵组织
上海15人死于液氨泄,上海液氨泄漏造成至少15人死,记者未能接连代表上海合作组织声明置评
叙利亚之友承认反对派联盟是叙利亚人民的合法代,美国、叙利亚之友承认反对派为唯一代,在乎叙利亚人民
波音787梦幻客机起火，库存遭受重,波音787梦幻客机失火后股价暴,波音客机俄罗斯喀山坠毁50人死亡
瑞士游客在印度“轮奸,警方称，瑞士游客在印度被轮奸,印度轮奸受害者奋力拼搏
巴勒斯坦人在约旦河西岸、耶路撒冷与以色列军队发生冲,巴勒斯坦人在W.银行与安全部队发生冲,以色列军队约旦河西岸夜间突袭中逮捕6名巴勒斯坦人
以色列飞机袭击叙利亚境,以色列对叙利亚发动空,联合国以色列袭击叙利亚发出警告
卡尼将在英国央行更替的门槛定得很高,卡尼对英格兰银行的变化设置了很高的门槛,两个女孩空中跳得很高
朝鲜与韩国的家庭团,朝鲜推迟与韩国的家庭团,朝鲜警告韩国演习报复
贝克汉姆宣布退,贝克汉姆退,一个人吹长笛
马特·史密斯四年后离开神秘博,马特·史密斯退出BBC“神秘博士,格里夫·里斯·琼斯梅尔·史密斯生命力量
在国家广场自焚的男子受伤死,在国家广场自焚的人死,一名男子飞往医院国家购物中心放火自焚
前第一夫人芭芭拉·布什离开德克萨斯医,前第一夫人芭芭拉·布什出,乔治·W·布什警告激烈移民辩论
滑雪事故后舒马赫昏,滑雪事故后舒马赫仍在昏迷中挣扎求,一个人正一只狗山上滑雪
11人在中国派出所遇袭身,11人在中国派出所遇袭身,60人尼日利亚牛市遇袭身亡
欧盟各国部长“下定决心”解决骑马丑,欧盟各国部长就马肉丑闻举行危机会,欧盟各国财政部长布鲁塞尔会谈
贾根·雷迪被送往医院，西曼德拉的权力危机仍在继,泰兰加纳：贾根将在星期四住院；塞曼德拉的停电仍在继续,南非曼德拉送往医院
成百上千的孟加拉国服装厂工人生,孟加拉国工厂数百人患,这位女士打碎两个生鸡蛋
泰国抗议者闯入军队总,泰国抗议者袭击军队总,泰国抗议者扰乱预先投票
以色列对叙利亚进行空,以色列对叙利亚发动新的空,一张空火车站黑白照片
五月份房屋开工率上升6.8,五月房屋开工率上升6.8,一个男人吹一支大笛子
古巴卡斯特罗担任拉加共同体主,古巴卡斯特罗接任拉加共同体主,孟加拉国工厂主死亡人数接近350人被捕
齐默曼因超速在得克萨斯州停车，并警告被释放,齐默曼因超速在得克萨斯州停车，并受到警告,齐默曼说被车撞
小行星在地球和卫星之间的拉,小行星飞过地,那人拉小提琴
穆加贝宣布有争议的选举获,津巴布韦：穆加贝在有争议的投票中宣布获,不这有争议
鲁哈尼在伊朗总统选举中领先-初步结,鲁哈尼首次统计伊,世界大国伊朗鲁哈尼领导下重启核谈判
内华达州中学枪击案中2人死亡，2人受,内华达州：2人死亡，2人在中学枪击案中受伤,2人死亡17人受伤
哈马斯对男女混合学校的禁令生,哈马斯在男女混合学校的“禁令,一个男人混合
伊拉克支持埃及镇压穆尔西支持,伊拉克支持埃及镇压穆罕默德·穆尔西的支持,埃及外交部再次敦促停止支持穆尔西抗议活动
Hrithik Roshan，妻子Sussanne分道扬,Hrithik Roshan，Sussanne要离,基地组织阿比扬中抓获70名也门士兵
佛罗里达公寓枪击案后7名死者中有持枪歹,枪击案发生后，7名死者中有一名持枪歹徒。公寓枪,7人死于基督教学校枪击案
令人震惊的是，奥巴马暂停了对叙利亚的打击,奥巴马暂停叙利亚打,民主党打击叙利亚上面临分歧
纳伦德拉·莫迪承诺对巴基斯坦采取强硬立,印度莫迪承诺对巴基斯坦采取强硬立,纳伦德拉·莫迪Narendra Modi拍摄钦奈洪水之旅照片网上疯传
童子军延迟录取同性恋的决,美国童子军推迟投票取消对同性恋的禁,同性恋发育障碍做
小杰西·杰克逊。及妻子承认欺诈,杰西·杰克逊(JesseJackson Jr.)，承认欺诈罪的妻,巴拉克·奥巴马承认美国拥有核武器还要
肯尼迪逝世50周年纪,在肯尼迪逝世50周年之际，达拉斯举行了第一场追悼会,世界哀悼曼德拉逝世
费城大楼倒塌，8-10人可能被,费城的建筑物倒塌；关于被困人员的报,孟加拉国大楼倒塌死亡人数攀升580人
埃及领导人在3个城市实施紧急状,埃及总统宣布三个城市进入紧急状,埃及逮捕穆斯林兄弟会领导人巴迪
涉嫌杀害警察的凶手中枪身,涉嫌杀害警察的人死于枪,凶手逃跑
瑞典驻利比亚班加西领事馆发生汽车炸弹袭击，无人员伤,汽车炸弹击中瑞典驻班加西领事馆，无人受,俄罗斯袭击后撤离驻利比亚大使馆
伊朗希望核谈判能产生“路线图”,在日内瓦举行的伊朗核谈判激起了人们的高度希,伊朗核谈判仍
据报道，朝鲜试射短程导弹,朝鲜发射短程导,朝鲜发射短程导弹
澳门博彩收入2012年创380亿美元纪,澳门博彩业收入创2012年380亿美元纪,1月6月消费集团创造44.7亿美元利润200亿美元收入占花旗集团利润收入53%
四名美国空军直升机机组人员在英国坠机中丧,美国空军直升机机组人员在英国坠机中丧,一架直升机正降落直升机停机坪上
东京将主办2020年奥运,东京赢得2020年奥运会主办,东京股市开盘走低
马来西亚在机场拘留澳大利亚参议,马来西亚将澳大利亚议员扣留在机,马来西亚绑架中国游客
埃及投票通过新宪,埃及人投票表决新宪,埃及新宪法投票
普雷斯顿和英格兰传奇汤姆·芬尼逝世，享年91,前英格兰巨星汤姆·芬尼逝世，享年91,纳尔逊·曼德拉逝世享年95岁
持枪歹徒在巴基斯坦杀害11名外国游,持枪歹徒在巴基斯坦杀害11名外国登山,持枪歹徒巴基斯坦杀害11名外国游客
埃及人投票表决分裂宪,埃及人投票决定修改宪,埃及人投票表决伊斯兰支持宪法
易捷航空董事长辞,英国廉价航空公司易捷航空(EasyJet)董事长辞,瑞安航空公布创纪录利润警告增长放缓
联合国迫切需要大幅增加对叙利亚的援,联合国主要敦促大幅增加对叙利亚的援,联合国叙利亚决议
朝鲜称可能推迟有争议的火箭发射,朝鲜看来将推迟有争议的火箭发射,韩国称朝鲜发射导弹
关键盖茨回忆录震撼奥巴马政,盖茨震撼奥巴马政,埃及宪法关键投票
杰夫·贝佐斯押注2.5亿美元重振“华盛顿邮报,杰夫·贝佐斯为“华盛顿邮报”支付2.5亿美,微软表面未来押注分析师
清剿向朝鲜精英发出令人毛骨悚然的信,清洗金向朝鲜精英发出令人毛骨悚然的信,昨天父母收到通知污染信
泰国的政治抗议使更多的政府部门瘫,泰国抗议者围困更多的政府部,泰国抗议活动暴力事件中升级
